BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
1,0.026077097505668934,0.05451188833887852,0.02200583512713985,0.2682926829268293,0.0,0.0,0.1004570403889608,0.0,0.125,0.2821634116258485,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.027210884353741496,0.13419013227298549,0.08678022241844452,0.17073170731707318,0.0,0.4,0.14131344098854598,0.07692307692307693,0.484375,0.14956347865847303,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.028344671201814064,0.13051813681733346,0.07746395771363931,0.4634146341463415,0.0,0.0,0.18027527778687275,0.07692307692307693,0.3125,0.12688855779549688,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.028344671201814064,0.15518745435364764,0.12575431429117853,0.07317073170731708,0.0,0.0,0.09402033599233121,0.0,0.234375,0.2972599070653445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.028344671201814064,0.11447090805810271,0.07608655845503412,0.4634146341463415,0.0,0.0,0.17930649171775717,0.0,0.296875,0.13512239782496085,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.029478458049886625,0.16769962671427413,0.1170972480498712,0.07317073170731708,0.0,0.0,0.11085121542417935,0.0,0.484375,0.23259890776365066,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.029478458049886625,0.16163626957721333,0.11944513393529274,0.14634146341463417,0.0,0.0,0.08960332233698898,0.0,0.21875,0.2857900666582215,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.029478458049886625,0.16976639211231032,0.11980118248810798,0.04878048780487805,0.2,0.0,0.22563416802492706,0.0,0.078125,0.24829966496788217,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.030612244897959186,0.12398817252292461,0.0869267109658885,0.17073170731707318,0.0,0.30000000000000004,0.13864588827241636,0.0,0.46875,0.15865239973648698,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.030612244897959186,0.12176164489166598,0.08734379641347206,0.34146341463414637,0.1,0.30000000000000004,0.07653572076975064,0.0,0.265625,0.26731587767206344,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.031746031746031744,0.15481974762638967,0.11788869311870048,0.0975609756097561,0.1,0.0,0.06924647553991771,0.0,0.234375,0.2781091416225023,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.031746031746031744,0.16738517406475698,0.11821422322413153,0.0975609756097561,0.0,0.0,0.10128368034132318,0.0,0.21875,0.2831024959862984,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.03401360544217687,0.16934543130731153,0.137174317302332,0.04878048780487805,0.2,0.0,0.2427519515663072,0.0,0.078125,0.24860227451489578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.03401360544217687,0.210353607076199,0.19198544880428722,0.14634146341463417,0.0,0.0,0.15565156111954648,0.0,0.421875,0.1979123135451928,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.035147392290249435,0.1293085084800779,0.08536620102297834,0.21951219512195122,0.0,0.30000000000000004,0.13672449632769965,0.07692307692307693,0.46875,0.14471932122627812,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.035147392290249435,0.19122271362492899,0.13671857515472852,0.17073170731707318,0.0,0.0,0.23510719254665258,0.0,0.171875,0.2991227989707654,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.036281179138322,0.13595512456382375,0.08586670356007861,0.21951219512195122,0.0,0.30000000000000004,0.15300907327943328,0.15384615384615385,0.484375,0.15142058940665068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.036281179138322,0.052039377586626634,0.0038392206809275964,0.12195121951219512,0.0,0.0,0.08671404683040858,0.0,0.125,0.2260539914480968,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.036281179138322,0.15904710703562444,0.12916627670872785,0.0975609756097561,0.0,0.0,0.09598545051272782,0.0,0.234375,0.2848665998017675,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.036281179138322,0.15342246206280938,0.0908025537836771,0.14634146341463417,0.1,0.2,0.052370763969987,0.07692307692307693,0.21875,0.2773111085794144,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.036281179138322,0.13284356487868215,0.09633656557600517,0.1951219512195122,0.0,0.4,0.15683955976039432,0.0,0.46875,0.1531717520671629,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.03741496598639456,0.15662531445264952,0.1343299980061281,0.0975609756097561,0.0,0.0,0.10456933468653483,0.0,0.234375,0.27749157016653986,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.03741496598639456,0.21550910898320214,0.18833951162345933,0.17073170731707318,0.0,0.0,0.16540377351504257,0.0,0.4375,0.17481021601338942,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.03741496598639456,0.19038839974032298,0.15489332785357654,0.024390243902439025,0.0,0.0,0.10292329349112793,0.15384615384615385,0.15625,0.25583791268300965,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.03741496598639456,0.10554451026535745,0.13033004683564392,0.04878048780487805,0.1,0.2,0.12661471457528606,0.0,0.21875,0.31846163258097426,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.03741496598639456,0.15560080743325488,0.12548168282788003,0.04878048780487805,0.0,0.0,0.10673881429694436,0.0,0.21875,0.2884211109189555,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.038548752834467126,0.2041583826990181,0.19164974588306144,0.17073170731707318,0.0,0.0,0.15197775421351753,0.07692307692307693,0.4375,0.1773260962125812,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.038548752834467126,0.17197263247585814,0.12115213242564687,0.024390243902439025,0.1,0.0,0.23412179946206174,0.0,0.09375,0.2721575756286644,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.038548752834467126,0.20840602937596364,0.203940541926243,0.14634146341463417,0.0,0.0,0.15515034683643703,0.0,0.4375,0.17165322582877948,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.038548752834467126,0.31506887527387806,0.24563484474248531,0.17073170731707318,0.1,0.0,0.13476644421128547,0.0,0.5625,0.17309013413091628,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.038548752834467126,0.15661263491033028,0.13472266869580432,0.0,0.2,0.0,0.24795390942460946,0.0,0.09375,0.2645876087369222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.038548752834467126,0.1744857177635316,0.15236233128385004,0.0,0.0,0.0,0.10730124317466712,0.07692307692307693,0.15625,0.23444544472978948,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.038548752834467126,0.1749650044631989,0.15446403502703934,0.0,0.0,0.0,0.10326661228508495,0.15384615384615385,0.140625,0.24808784632956907,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.038548752834467126,0.14613426113770997,0.11930678364048455,0.04878048780487805,0.0,0.0,0.09213116645096996,0.0,0.234375,0.2961406388000475,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.03968253968253968,0.08999431956504098,0.03740137455087018,0.0,0.0,0.0,0.13469042913144014,0.07692307692307693,0.203125,0.5010943351110246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.04081632653061225,0.15700062890529903,0.08945363840929713,0.0975609756097561,0.1,0.0,0.149725937990472,0.07692307692307693,0.34375,0.2762763076412939,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.04081632653061225,0.17975026373448025,0.1435567419319398,0.0,0.0,0.0,0.10592661192581627,0.07692307692307693,0.15625,0.23551262316624205,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.04081632653061225,0.23344558954799968,0.1957229413272676,0.5365853658536586,0.0,0.0,0.09372510530927469,0.07692307692307693,0.171875,0.24415911681489913,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.04081632653061225,0.10745404933863506,0.08697960960802106,0.4634146341463415,0.0,0.0,0.1778433422082501,0.0,0.3125,0.13201171613755489,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.04081632653061225,0.11629169033514565,0.08507118936493144,0.5121951219512195,0.0,0.0,0.16849135231835996,0.0,0.3125,0.12914038352215287,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0419501133786848,0.2075539641321107,0.2008154529141048,0.12195121951219512,0.0,0.0,0.15807333232906326,0.07692307692307693,0.4375,0.17800219363489742,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0419501133786848,0.1611544469690822,0.12443388280102377,0.04878048780487805,0.0,0.0,0.11658882468697486,0.0,0.46875,0.21773082345173286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0419501133786848,0.15402600827720522,0.13164437463632184,0.0975609756097561,0.0,0.0,0.10486311926849438,0.0,0.234375,0.30173659918015433,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.04308390022675737,0.16586109307798427,0.12472279076959386,0.1951219512195122,0.0,0.1,0.09942674260604022,0.0,0.375,0.2565353225096848,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.04308390022675737,0.20969173496713464,0.16257990746806752,0.5365853658536586,0.0,0.0,0.047160339262894105,0.15384615384615385,0.203125,0.21302571765616915,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.04308390022675737,0.12126967864967945,0.08933766830923731,0.4878048780487805,0.0,0.0,0.1616862482722662,0.0,0.296875,0.13823431603770478,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.04308390022675737,0.22309654710703564,0.19171688646730659,0.14634146341463417,0.0,0.0,0.15973822359459486,0.07692307692307693,0.421875,0.18701406141048363,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.04308390022675737,0.2088624928994563,0.19437199138972872,0.14634146341463417,0.0,0.0,0.15922775099492037,0.07692307692307693,0.421875,0.1923909546026157,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.04308390022675737,0.1700859165787552,0.09923378351434162,0.0975609756097561,0.2,0.0,0.1353442199597863,0.0,0.359375,0.296937916214728,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.04308390022675737,0.09004503773431793,0.0518833951162346,0.0975609756097561,0.0,0.1,0.1163213808483147,0.0,0.203125,0.23478468046885792,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.04308390022675737,0.08188955611458248,0.055661578902393864,0.21951219512195122,0.0,0.2,0.0415407959131559,0.0,0.15625,0.22524009335457965,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.04308390022675737,0.1688103546214396,0.10488579996988845,0.0975609756097561,0.2,0.0,0.12877716925558863,0.0,0.34375,0.27627628947607635,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.04308390022675737,0.2048227907165463,0.20561498740605405,0.12195121951219512,0.0,0.0,0.1470580419721959,0.07692307692307693,0.40625,0.22210203741668463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.044217687074829926,0.12354185263328733,0.09203346449483832,0.5365853658536586,0.0,0.0,0.17607619559511786,0.0,0.296875,0.12229727882521313,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.044217687074829926,0.16320853282479916,0.12684484014437258,0.34146341463414637,0.0,0.0,0.17121152813514617,0.07692307692307693,0.265625,0.15349033605353718,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.044217687074829926,0.06231234277367524,0.03817450855126895,0.2682926829268293,0.0,0.0,0.1542083866671428,0.0,0.203125,0.1445183425908948,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.044217687074829926,0.18088888663474803,0.11462932293807196,0.21951219512195122,0.0,0.0,0.07809660049711598,0.0,0.375,0.2576561265660019,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.045351473922902494,0.2430871135275501,0.18382685053692122,0.5609756097560976,0.0,0.0,0.10020397955635021,0.0,0.1875,0.2644730478596627,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.045351473922902494,0.11269070031648136,0.07549246601262244,0.5121951219512195,0.0,0.0,0.1815910732186692,0.0,0.328125,0.14244704194591526,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.045351473922902494,0.18226081311368986,0.13145109113622214,0.17073170731707318,0.0,0.0,0.10960401230760751,0.0,0.390625,0.2582584030342919,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.045351473922902494,0.058455226000162286,0.03129158138456092,0.24390243902439024,0.0,0.0,0.15482486244726545,0.0,0.203125,0.16394329373087266,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.045351473922902494,0.05541213584354458,0.02912884074660329,0.0,0.1,0.0,0.018251079601073382,0.7692307692307693,0.09375,0.1995212444142814,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.045351473922902494,0.18293282885660958,0.14550585343820827,0.0,0.0,0.0,0.08276319439164916,0.07692307692307693,0.25,0.2855913408446662,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.045351473922902494,0.14516300819605615,0.1256932773964102,0.0975609756097561,0.0,0.0,0.10035330329041316,0.0,0.234375,0.2903836214079873,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.045351473922902494,0.16858719467662095,0.11880628110338429,0.04878048780487805,0.0,0.0,0.0789181089622876,0.0,0.234375,0.2816298991982197,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.045351473922902494,0.17522113121804755,0.11943292655633908,0.0,0.0,0.0,0.1340385232835596,0.0,0.4375,0.3249168049084749,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.045351473922902494,0.05842733100705996,0.025037334233966625,0.0,0.1,0.0,0.012768072076779872,0.6923076923076923,0.109375,0.20354876792050602,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.04648526077097506,0.17732086342611378,0.14119664866756457,0.43902439024390244,0.0,0.0,0.25690541960417496,0.07692307692307693,0.359375,0.2657985554743351,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.04648526077097506,0.18821512618680517,0.1337542166321469,0.4634146341463415,0.0,0.1,0.2633174906823643,0.07692307692307693,0.359375,0.2729037325213951,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.04648526077097506,0.057603160756309335,0.05226589299011609,0.07317073170731708,0.0,0.0,0.07090779250165052,0.07692307692307693,0.203125,0.20474019477826064,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.04648526077097506,0.1052883835105088,0.07537446134940368,0.12195121951219512,0.0,0.0,0.06820402470001678,0.0,0.265625,0.16255244146150397,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.047619047619047616,0.16710876004219752,0.11565474277017981,0.17073170731707318,0.0,0.0,0.10267011458498107,0.0,0.375,0.28325170986233644,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.047619047619047616,0.05299034326056966,0.04213987214805109,0.04878048780487805,0.0,0.2,0.13485225844409396,0.23076923076923078,0.421875,0.27757178473304983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.047619047619047616,0.17525916984500528,0.11766285660805767,0.21951219512195122,0.0,0.1,0.10101143037537383,0.0,0.375,0.27395917533434944,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.048752834467120185,0.2286273634666883,0.1929437280521499,0.5365853658536586,0.0,0.0,0.12719897015287276,0.07692307692307693,0.1875,0.25891866455842333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.048752834467120185,0.18758114907084314,0.1666388609701611,0.0,0.0,0.0,0.15517903272843134,0.0,0.5,0.2542842530253145,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.04988662131519274,0.21968067840623226,0.19054701265091373,0.5365853658536586,0.0,0.0,0.11026651725066508,0.07692307692307693,0.1875,0.2504947843263141,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.04988662131519274,0.10784711515053153,0.0688129951618088,0.12195121951219512,0.0,0.0,0.060123149390054725,0.0,0.28125,0.16692347041190053,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.04988662131519274,0.14625852065243852,0.15152002213604715,0.024390243902439025,0.0,0.0,0.11831344421470034,0.07692307692307693,0.203125,0.21568861214258783,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.04988662131519274,0.16145368416781627,0.0898808966726754,0.07317073170731708,0.1,0.0,0.13066194245882023,0.0,0.34375,0.27423904549591666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.04988662131519274,0.18907733506451352,0.13454973082729407,0.4878048780487805,0.0,0.0,0.29967918668696325,0.0,0.734375,0.19539578912953318,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.05102040816326531,0.17898695528686195,0.1286332211610845,0.0975609756097561,0.0,0.0,0.10426766180241089,0.0,0.46875,0.2212363466253828,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.05102040816326531,0.10530359896129189,0.07800922064023633,0.12195121951219512,0.0,0.0,0.07205791156609799,0.0,0.28125,0.17099226869679843,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.05102040816326531,0.14017994806459466,0.1352007910381562,0.12195121951219512,0.0,0.0,0.17956490597093397,0.15384615384615385,0.359375,0.2317160022964766,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.05102040816326531,0.16665229651870486,0.10255825971605637,0.07317073170731708,0.2,0.0,0.13912128775669827,0.0,0.359375,0.2753891571845947,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.05102040816326531,0.17448318185506775,0.15748739588123034,0.0,0.0,0.1,0.1561914454620282,0.0,0.484375,0.25365262640661373,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.05102040816326531,0.3266402255944169,0.2727901592249128,0.21951219512195122,0.0,0.0,0.18158981278281305,0.0,0.296875,0.137973799750541,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.05102040816326531,0.17890073439909113,0.13934723075608435,0.5853658536585367,0.0,0.0,0.27762876698157474,0.0,0.734375,0.19147014553933323,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.05215419501133786,0.23937200762801267,0.1935195094261311,0.5609756097560976,0.0,0.0,0.10640909380128932,0.07692307692307693,0.1875,0.24278994079138538,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.05215419501133786,0.18676458654548406,0.12046851920424165,0.5853658536585367,0.0,0.0,0.286523942511185,0.07692307692307693,0.71875,0.21164253042500006,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.05215419501133786,0.22210247098920718,0.19574125239569812,0.14634146341463417,0.0,0.0,0.17000706602020796,0.0,0.421875,0.17915433319387786,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.05215419501133786,0.13434228678081636,0.09958576294083896,0.21951219512195122,0.0,0.4,0.13127308128598694,0.07692307692307693,0.46875,0.14566689724696774,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.05215419501133786,0.018765722632475855,0.02322453845934739,0.29268292682926833,0.30000000000000004,0.6000000000000001,0.19408589607079865,0.0,0.359375,0.15682776878806873,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.05215419501133786,0.16301073196461902,0.10698140002360093,0.07317073170731708,0.2,0.0,0.1394113988112987,0.07692307692307693,0.34375,0.28998563265129645,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.05215419501133786,0.05472236874137791,0.01759490219854895,0.024390243902439025,0.1,0.0,0.010509603174685241,0.7692307692307693,0.09375,0.19200254321276036,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.05328798185941043,0.12273796965024748,0.09972004410932928,0.17073170731707318,0.0,0.30000000000000004,0.14029470384482245,0.07692307692307693,0.46875,0.14160961909334935,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.05328798185941043,0.19283047959100869,0.13225474358400507,0.1951219512195122,0.0,0.0,0.22409712756033784,0.0,0.171875,0.28761699663676327,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.05328798185941043,0.03148330357867402,0.08640789736035775,0.5609756097560976,0.0,0.0,0.27815326362251097,0.0,0.1875,0.2748939232792595,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.05328798185941043,0.1462458411101193,0.10960598649863887,0.29268292682926833,0.0,0.0,0.11356471348370706,0.0,0.3125,0.2745013115316234,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.05328798185941043,0.18171305688549866,0.11584802627027951,0.1951219512195122,0.0,0.0,0.09309064714708871,0.0,0.40625,0.258989940052035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.05328798185941043,0.164730077903108,0.11696907057085773,0.07317073170731708,0.0,0.0,0.12553273181455674,0.0,0.484375,0.21184391362014943,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.05328798185941043,0.05823713787227136,0.02501291947605929,0.024390243902439025,0.1,0.0,0.008511203780072685,0.7692307692307693,0.09375,0.2017119252999025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.05328798185941043,0.13392386188428143,0.10911769134049226,0.07317073170731708,0.0,0.1,0.10776473713335799,0.0,0.34375,0.1947544875582714,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.054421768707483,0.13941917552544023,0.10028361810435679,0.024390243902439025,0.0,0.0,0.10839334756407441,0.15384615384615385,0.328125,0.2578444892484694,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.054421768707483,0.14725513267873083,0.1131420572688838,0.04878048780487805,0.0,0.2,0.11011890137819981,0.0,0.359375,0.19684089041917835,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.054421768707483,0.07243315345289296,0.032961957738054055,0.2682926829268293,0.0,0.0,0.1632108402083007,0.0,0.203125,0.16316049960325313,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.054421768707483,0.19290402093646028,0.19610340463799017,0.7073170731707318,0.0,0.0,0.2797814673816535,0.07692307692307693,0.59375,0.23374617084066154,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.054421768707483,0.4533798588006167,0.38202178610230597,0.0975609756097561,0.6000000000000001,0.0,0.07361656812069159,0.46153846153846156,0.453125,0.481074168945096,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.054421768707483,0.1359576604722876,0.10460299569079523,0.0,0.0,0.1,0.08008699955243889,0.15384615384615385,0.28125,0.23760087587971382,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
